

 NEW RUN
FilterTomatoQueue;1093.92;1094.49;
validate_pose;1094.49;1100.97;
pregrasp_tomato;1102.81;1109.85;
grasp_tomato;1109.85;1112.16;
post_grasp_retreat;1112.37;1113.9;
drop_tomato;1113.9;1119.29;
validate_pose;1119.5;1131.94;
pregrasp_tomato;1133.73;1146.49;
grasp_tomato;1146.49;1148.89;
post_grasp_retreat;1149.09;1150.51;
drop_tomato;1150.51;1161.28;
validate_pose;1161.49;1167.52;
pregrasp_tomato;1169.31;1174.72;
pregrasp_tomato;1174.72;1176.02;
grasp_tomato;1176.02;1178.48;
post_grasp_retreat;1178.68;1180.03;
drop_tomato;1180.03;1192.11;
init_scanpose;1192.31;1205.86;
init_scanpose;1205.86;1205.99;
init_scanpose;1219.3;1227.81;
init_scanpose;1227.81;1227.95;
FilterTomatoQueue;1230.84;1231.39;
validate_pose;1231.4;1237.36;
pregrasp_tomato;1239.25;1252;
grasp_tomato;1252;1254.43;
post_grasp_retreat;1254.64;1256.09;
drop_tomato;1256.09;1261.04;
validate_pose;1261.24;1273.33;
pregrasp_tomato;1275.09;1286.57;
grasp_tomato;1286.57;1289.1;
post_grasp_retreat;1289.3;1290.68;
drop_tomato;1290.68;1303.13;
validate_pose;1303.34;1317.38;
pregrasp_tomato;1319.27;1331.27;
grasp_tomato;1331.27;1333.8;
post_grasp_retreat;1334;1335.37;
drop_tomato;1335.37;1345.84;
init_scanpose;1346.05;1356.93;
init_scanpose;1356.93;1357.07;
init_scanpose;1369.28;1377.74;
init_scanpose;1377.74;1377.85;
FilterTomatoQueue;1379.45;1380.01;
validate_pose;1380.02;1386.02;
pregrasp_tomato;1387.88;1391.34;
grasp_tomato;1391.34;1393.49;
post_grasp_retreat;1393.69;1395.09;
drop_tomato;1395.09;1406.35;
init_scanpose;1406.55;1416.97;
init_scanpose;1416.97;1417.09;
