,,
,,
 NEW RUN,,
grasp_tomato,683.215,685.514
post_grasp_retreat,685.718,687.563
drop_tomato,687.563,694.033
init_scanpose,694.24,700.951
init_scanpose,700.951,701.101
init_scanpose,718.552,726.651
init_scanpose,727.651,727.772
init_scanpose,792.151,800.17
FilterTomatoQueue,803.148,803.712
validate_pose,803.714,809.926
pregrasp_tomato,811.701,825.172
grasp_tomato,825.172,827.44
post_grasp_retreat,827.644,829.036
drop_tomato,829.036,841.04
validate_pose,841.249,853.15
pregrasp_tomato,855.033,869.251
grasp_tomato,869.251,872.098
post_grasp_retreat,872.301,873.158
drop_tomato,873.159,876.951
drop_tomato,876.951,889.301
init_scanpose,889.512,900.095
FilterTomatoQueue,901.72,902.273
init_scanpose,916.851,924.848
FilterTomatoQueue,926.44,927.051
validate_pose,927.051,934.16
pregrasp_tomato,936.094,944.78
pregrasp_tomato,944.78,953.297
pregrasp_tomato,953.297,971.4
grasp_tomato,971.4,973.832
post_grasp_retreat,974.036,974.23
drop_tomato,974.231,990.966
init_scanpose,991.171,1001.11
init_scanpose,1014.98,1023.46
init_scanpose,1023.46,1023.64
FilterTomatoQueue,1026.51,1027.11
validate_pose,1027.11,1038.13
pregrasp_tomato,1039.88,1058.98
grasp_tomato,1058.98,1061.23
post_grasp_retreat,1061.44,1063.5
drop_tomato,1063.5,1067.51
drop_tomato,1067.51,1078.52
validate_pose,1078.73,1091.92
pregrasp_tomato,1093.7,1096.74
grasp_tomato,1096.74,1099.15
post_grasp_retreat,1099.36,1100.84
drop_tomato,1100.84,1103.9
validate_pose,1152.77,1168.68
pregrasp_tomato,1170.51,1182.88
grasp_tomato,1182.88,1185.96
post_grasp_retreat,1186.16,1187.63
drop_tomato,1187.63,1199.81
init_scanpose,1200.01,1210.83
init_scanpose,1210.83,1210.95
init_scanpose,1224.23,1232.81
init_scanpose,1232.81,1232.95
FilterTomatoQueue,1235.09,1235.61
validate_pose,1235.62,1242.79
pregrasp_tomato,1244.68,1252.98
grasp_tomato,1252.98,1255.42
post_grasp_retreat,1255.62,1257.08
drop_tomato,1257.08,1266.9
validate_pose,1267.11,1280.04
pregrasp_tomato,1281.79,1294.03
pregrasp_tomato,1294.03,1295.33
grasp_tomato,1295.33,1297.88
post_grasp_retreat,1298.09,1299.69
drop_tomato,1299.69,1305.16
init_scanpose,1305.37,1315.64
init_scanpose,1328.89,1337.35
init_scanpose,1337.35,1337.51
FilterTomatoQueue,1340.36,1340.9
validate_pose,1340.91,1350.47
pregrasp_tomato,1352.3,1364.22
pregrasp_tomato,1364.22,1377.13
grasp_tomato,1377.13,1379.51
post_grasp_retreat,1379.71,1381.23
drop_tomato,1381.23,1386.92
validate_pose,1387.12,1399.22
pregrasp_tomato,1401.08,1414.07
grasp_tomato,1414.07,1416.36
post_grasp_retreat,1416.57,1418.04
drop_tomato,1418.04,1429.16
validate_pose,1429.37,1441.68
pregrasp_tomato,1443.49,1456.09
pregrasp_tomato,1456.09,1458.43
pregrasp_tomato,1458.43,1459.7
grasp_tomato,1459.7,1462.29
post_grasp_retreat,1462.5,1464.01
drop_tomato,1464.01,1475.69
init_scanpose,1475.9,1486.85
init_scanpose,1486.85,1486.96
init_scanpose,1499.18,1507.73
init_scanpose,1507.73,1507.84
FilterTomatoQueue,1509.46,1509.98
validate_pose,1509.98,1519.37
pregrasp_tomato,1521.23,1533.17
grasp_tomato,1533.18,1535.6
post_grasp_retreat,1535.81,1537.51
drop_tomato,1537.51,1542.02
init_scanpose,1542.22,1552.25
init_scanpose,1552.25,1552.38
